完全	15000.000000
没什么	14945.000000
很薄	14772.000000
袜子	14703.000000
严实	14574.000000
^	14559.000000
蛮好	14526.000000
差不多	14520.000000
网上	14475.000000
尺寸	14466.000000
味	14425.000000
售后	14304.000000
拿到	14289.000000
盒子	14217.000000
好闻	14211.000000
每次	14209.000000
袖子	14147.000000
在用	14134.000000
那种	14065.000000
经常	13975.000000
仔细	13943.000000
补水	13930.000000
棉	13899.000000
买来	13894.000000
没想到	13862.000000
冬天	13849.000000
滋润	13822.000000
黑色	13818.000000
水	13814.000000
品质	13811.000000
老客户	13733.000000
相信	13721.000000
准备	13670.000000
一瓶	13643.000000
他家	13610.000000
时尚	13609.000000
一定	13585.000000
样式	13571.000000
瘦	13505.000000
聚划算	13464.000000
超市	13269.000000
贴心	13266.000000
白色	13230.000000
简单	13220.000000
放	13214.000000
完美	13187.000000
透	13162.000000
新鲜	13156.000000
一起	13131.000000
精美	13120.000000
紧	13065.000000
商品	13014.000000
明显	13006.000000
愉快	12976.000000
型	12968.000000
实在	12903.000000
终于	12872.000000
保暖	12822.000000
不用	12762.000000
解决	12750.000000
昨天	12743.000000
透气	12639.000000
一款	12628.000000
联系	12445.000000
专柜	12427.000000
照片	12327.000000
退货	12274.000000
一点点	12268.000000
收货	12132.000000
可惜	12084.000000
一条	12070.000000
甜	12064.000000
看看	12058.000000
坏	12057.000000
地方	12014.000000
选	11987.000000
装	11986.000000
材质	11978.000000
确认	11976.000000
晚上	11957.000000
日期	11877.000000
内衣	11843.000000
身高	11837.000000
热	11802.000000
担心	11793.000000
无色差	11735.000000
一号	11698.000000
网购	11669.000000
不了	11667.000000
外观	11639.000000
家里	11622.000000
正合适	11617.000000
我家	11539.000000
不好意思	11522.000000
价格便宜	11512.000000
试试	11509.000000
美美	11483.000000
异味	11478.000000
够	11379.000000
麻烦	11324.000000
满分	11320.000000
次	11283.000000
很软	11275.000000
两件	11268.000000
搭配	11250.000000
挺好吃	11233.000000
看上去	11214.000000
质感	11203.000000
一致	11183.000000
买给	11157.000000
买家	11152.000000
居然	11122.000000
戴	11114.000000
后来	11071.000000
东东	11067.000000
软	11028.000000
不值	11020.000000
钱	10976.000000
爸爸	10961.000000
找	10949.000000
超赞	10912.000000
香味	10838.000000
下单	10815.000000
一套	10789.000000
老爸	10720.000000
声音	10698.000000
赞赞	10691.000000
卖	10671.000000
降价	10654.000000
懒得	10647.000000
简直	10646.000000
深	10627.000000
腰	10613.000000
个人	10595.000000
送给	10563.000000
美	10554.000000
新	10517.000000
影响	10496.000000
配	10463.000000
凉快	10460.000000
摸起来	10451.000000
估计	10400.000000
标准	10389.000000
主要	10374.000000
起球	10353.000000
一双	10195.000000
不怎么	10192.000000
上次	10185.000000
稍	10181.000000
小样	10177.000000
入手	10111.000000
高大	10095.000000
鞋底	10091.000000
小贵	9934.000000
第三次	9851.000000
太多	9846.000000
帅	9759.000000
量	9753.000000
帅气	9729.000000
马上	9723.000000
体重	9718.000000
还算	9712.000000
萌	9688.000000
清爽	9668.000000
老妈	9640.000000
图	9638.000000
大气	9594.000000
不知	9568.000000
太小	9537.000000
出	9477.000000
想买	9472.000000
大方	9446.000000
不到	9385.000000
一段时间	9378.000000
口味	9308.000000
白	9259.000000
太差	9250.000000
结实	9246.000000
选择	9190.000000
下手	9190.000000
滴	9185.000000
反正	9166.000000
手	9156.000000
生意兴隆	9139.000000
自然	9112.000000
线头	9108.000000
不够	9079.000000
很厚	9072.000000
胖	9068.000000
价位	9052.000000
祝	9035.000000
太好了	9029.000000
贴	9016.000000
特意	9009.000000
褪色	8997.000000
不少	8979.000000
后面	8978.000000
一包	8970.000000
回复	8967.000000
赠送	8964.000000
唯一	8963.000000
不贵	8954.000000
无语	8922.000000
没得说	8916.000000
说好	8900.000000
略	8882.000000
年	8867.000000
不想	8854.000000
很久	8847.000000
老婆	8832.000000
严重	8794.000000
气味	8780.000000
送货	8734.000000
其实	8653.000000
周到	8643.000000
图案	8628.000000
垃圾	8579.000000
两次	8576.000000
号码	8554.000000
一分货	8533.000000
不行	8506.000000
过敏	8476.000000
原来	8471.000000
接受	8448.000000
细心	8413.000000
外面	8401.000000
瑕疵	8315.000000
油腻	8280.000000
上档次	8274.000000
淡淡的	8270.000000
处理	8262.000000
细致	8257.000000
玩	8209.000000
毕竟	8168.000000
好久	8162.000000
码子	8161.000000
破损	8146.000000
旗舰店	8076.000000
不太好	8036.000000
噢	8022.000000
去年	7978.000000
脸上	7964.000000
加	7859.000000
单	7856.000000
破	7845.000000
重	7827.000000
回购	7825.000000
太棒了	7745.000000
上面	7730.000000
用心	7713.000000
毛衣	7713.000000
退款	7708.000000
身上	7680.000000
原因	7678.000000
显	7615.000000
淘宝	7605.000000
奶粉	7601.000000
正常	7597.000000
公司	7596.000000
脸	7592.000000
过来	7581.000000
明年	7577.000000
洗面奶	7576.000000
好喝	7572.000000
肯定	7556.000000
光临	7552.000000
一模一样	7522.000000
基本	7520.000000
闻	7502.000000
清新	7448.000000
准	7398.000000
神速	7391.000000
肥	7376.000000
关键	7362.000000
宽	7359.000000
杠杠	7347.000000
相符	7341.000000
店铺	7336.000000
男朋友	7323.000000
显得	7311.000000
打算	7298.000000
弟弟	7281.000000
很轻	7265.000000
不大	7264.000000
到位	7259.000000
倒	7257.000000
家人	7255.000000
质地	7251.000000
醉	7240.000000
哈哈哈	7207.000000
肉	7198.000000
妹妹	7179.000000
洗完	7174.000000
箱子	7167.000000
套	7162.000000
包裹	7160.000000
送到	7148.000000
百	7143.000000
亲	7139.000000
涂	7132.000000
等用	7119.000000
拥有	7097.000000
几个	7083.000000
太薄	7075.000000
换货	7069.000000
瓶	7028.000000
细腻	6999.000000
拆开	6985.000000
竟然	6980.000000
穿过	6971.000000
蓝色	6958.000000
开	6956.000000
解答	6930.000000
枸杞	6926.000000
小孩	6906.000000
OK	6904.000000
聚拢	6883.000000
行	6883.000000
过后	6843.000000
商场	6837.000000
赶紧	6819.000000
注意	6803.000000
头发	6796.000000
变形	6785.000000
听	6781.000000
好不好	6754.000000
很小	6732.000000
黑	6723.000000
字	6722.000000
完好	6709.000000
红色	6706.000000
天气	6702.000000
没话说	6679.000000
很美	6643.000000
比较满意	6631.000000
怕	6621.000000
袋子	6582.000000
重要	6557.000000
刺激	6536.000000
最好	6532.000000
皮质	6524.000000
枣	6499.000000
轻薄	6498.000000
今年	6489.000000
皱	6468.000000
cm	6458.000000
没的说	6398.000000
买回来	6389.000000
腿	6375.000000
软软	6353.000000
弄	6338.000000
参考	6330.000000
咯	6328.000000
收	6307.000000
合脚	6279.000000
小巧	6279.000000
同学	6274.000000
不多	6261.000000
小时	6209.000000
暂时	6182.000000
后悔	6164.000000
拉链	6148.000000
尤其	6118.000000
kg	6118.000000
弹力	6108.000000
领子	6098.000000
粘	6065.000000
清晰	6051.000000
轻便	6050.000000
十二	6022.000000
真不错	6022.000000
回答	5991.000000
迫不及待	5981.000000
三件	5973.000000
吸收	5957.000000
S	5953.000000
上衣	5917.000000
ok	5896.000000
不同	5891.000000
个头	5887.000000
囤	5877.000000
杯子	5877.000000
一分钱	5874.000000
补发	5869.000000
中间	5863.000000
全棉	5837.000000
店主	5828.000000
很甜	5823.000000
前面	5815.000000
大赞	5804.000000
情况	5799.000000
方面	5792.000000
久	5760.000000
眼睛	5753.000000
留	5732.000000
枣子	5724.000000
亲们	5706.000000
亮	5703.000000
发错	5699.000000
内裤	5694.000000
目前	5693.000000
再次	5678.000000
天猫	5674.000000
赶上	5668.000000
冷	5665.000000
走	5655.000000
气质	5651.000000
考虑	5646.000000
套装	5642.000000
油	5637.000000
粉	5600.000000
一盒	5596.000000
到手	5567.000000
漏	5553.000000
电话	5547.000000
抢	5546.000000
抢到	5535.000000
风格	5534.000000
难	5527.000000
果断	5519.000000
寄	5510.000000
最近	5506.000000
清楚	5504.000000
颗粒	5486.000000
打底	5481.000000
这条	5440.000000
擦	5438.000000
泡沫	5436.000000
薄款	5417.000000
早上	5395.000000
打电话	5394.000000
温和	5379.000000
瓶子	5354.000000
三天	5343.000000
十分	5318.000000
算	5317.000000
满	5310.000000
专卖店	5301.000000
特	5301.000000
迅速	5288.000000
下午	5284.000000
粉色	5281.000000
长度	5280.000000
正版	5259.000000
拉	5235.000000
试过	5227.000000
价廉物美	5220.000000
越来越	5220.000000
跑	5218.000000
洗过	5207.000000
用过	5200.000000
肤色	5195.000000
回家	5195.000000
版	5193.000000
星	5179.000000
坚持	5176.000000
睡衣	5159.000000
点点	5155.000000
锅	5144.000000
功能	5143.000000
运费	5129.000000
丢	5118.000000
邮	5117.000000
改	5107.000000
红	5087.000000
忠实	5085.000000
条	5084.000000
绒	5080.000000
核桃	5080.000000
再也	5076.000000
皮	5061.000000
多多	5049.000000
不敢	5011.000000
正在	4956.000000
三个	4953.000000
扣子	4948.000000
模特	4943.000000
分量	4942.000000
厚度	4925.000000
真好	4919.000000
脏	4905.000000
用上	4883.000000
高兴	4862.000000
暗	4859.000000
碎	4853.000000
165	4847.000000
呦	4844.000000
早	4837.000000
没试	4834.000000
算了	4826.000000
优惠券	4813.000000
眼镜	4796.000000
身材	4791.000000
没用过	4786.000000
170	4786.000000
死	4767.000000
拆	4747.000000
休闲	4738.000000
衬衫	4729.000000
客户	4729.000000
女朋友	4723.000000
出现	4722.000000
改进	4716.000000
犹豫	4711.000000
显示	4706.000000
假	4705.000000
忙	4704.000000
裤型	4683.000000
零食	4680.000000
习惯性	4666.000000
放在	4655.000000
姐姐	4646.000000
每天	4641.000000
当天	4619.000000
凑合	4599.000000
表扬	4594.000000
负责	4591.000000
米	4578.000000
拍下	4569.000000
饱满	4568.000000
忘记	4567.000000
立马	4551.000000
不怎么样	4538.000000
要求	4535.000000
服务周到	4530.000000
师傅	4528.000000
细节	4525.000000
很显	4524.000000
差别	4522.000000
体验	4506.000000
容量	4492.000000
感	4492.000000
卡	4490.000000
未	4487.000000
气	4477.000000
下面	4460.000000
不算	4443.000000
实际	4441.000000
婆婆	4437.000000
一共	4433.000000
外套	4427.000000
挺大	4426.000000
洗发水	4421.000000
低	4420.000000
外包装	4411.000000
公斤	4410.000000
太长	4410.000000
松	4408.000000
足	4400.000000
清香	4390.000000
一流	4371.000000
告诉	4366.000000
强	4366.000000
帽子	4364.000000
一股	4342.000000
看见	4340.000000
真皮	4337.000000
留下	4336.000000
档次	4332.000000
差评	4332.000000
毛毛	4314.000000
粉丝	4309.000000
没送	4308.000000
贴身	4306.000000
粗	4303.000000
赠	4303.000000
头	4301.000000
腰围	4298.000000
左右	4295.000000
地址	4293.000000
巧克力	4285.000000
员	4282.000000
帮忙	4270.000000
热心	4270.000000
裙	4269.000000
递给	4269.000000
操作	4266.000000
两条	4261.000000
当时	4260.000000
色	4257.000000
烂	4253.000000
半个	4246.000000
没喝	4238.000000
评差	4237.000000
有点儿	4233.000000
区别	4230.000000
小朋友	4221.000000
重新	4218.000000
试用装	4215.000000
算是	4214.000000
常来	4208.000000
打折	4208.000000
发票	4191.000000
几件	4189.000000
专业	4187.000000
这双	4186.000000
能用	4186.000000
成功	4176.000000
理解	4171.000000
遗憾	4171.000000
适中	4165.000000
有个	4162.000000
星期	4155.000000
属于	4153.000000
G	4146.000000
沟通	4144.000000
请	4139.000000
..	4136.000000
大点	4130.000000
挺厚	4130.000000
新颖	4129.000000
用用	4128.000000
毛巾	4126.000000
给力	4118.000000
鲜艳	4114.000000
暖	4110.000000
部分	4105.000000
滑滑	4100.000000
灰色	4096.000000
没法	4085.000000
鞋码	4085.000000
查	4082.000000
办法	4081.000000
good	4077.000000
阿芙	4071.000000
花色	4060.000000
付款	4058.000000
信息	4051.000000
一只	4042.000000
了下	4037.000000
完全一致	4029.000000
防晒	4024.000000
购	4019.000000
有用	4015.000000
棉质	4013.000000
回	4009.000000
盒	4008.000000
总	4004.000000
超出	3999.000000
两	3987.000000
有没有	3986.000000
领口	3983.000000
信任	3982.000000
忘	3979.000000
性感	3968.000000
损坏	3958.000000
腰带	3942.000000
差价	3939.000000
一层	3922.000000
像是	3921.000000
慢慢	3918.000000
下来	3905.000000
帮别人	3898.000000
缩水	3895.000000
粗糙	3894.000000
一袋	3891.000000
显胖	3889.000000
走路	3877.000000
线	3876.000000
坑	3870.000000
郁闷	3851.000000
洋气	3850.000000
半天	3848.000000
穿上去	3835.000000
合算	3835.000000
肚子	3832.000000
很慢	3830.000000
网	3822.000000
一块	3821.000000
有型	3820.000000
扫	3811.000000
解释	3807.000000
减肥	3797.000000
错	3792.000000
心里	3792.000000
一大	3782.000000
老人	3775.000000
辣	3769.000000
度	3767.000000
玩具	3753.000000
申请	3747.000000
普通	3740.000000
薄薄的	3739.000000
签收	3736.000000
短裤	3736.000000
下去	3732.000000
保证	3731.000000
扎	3730.000000
合理	3717.000000
一片	3717.000000
反应	3714.000000
泡	3713.000000
诚信	3706.000000
一半	3699.000000
催	3691.000000
两双	3682.000000
秋天	3674.000000
裤	3667.000000
轻	3665.000000
独立	3665.000000
两瓶	3662.000000
第一	3657.000000
完整	3656.000000
差劲	3654.000000
明明	3646.000000
羽绒服	3641.000000
正规	3639.000000
T恤	3634.000000
厉害	3634.000000
一个月	3631.000000
酒	3629.000000
运动	3626.000000
非常感谢	3618.000000
生产日期	3596.000000
貌似	3590.000000
没收	3590.000000
认真	3588.000000
小包	3579.000000
春秋	3579.000000
小哥	3577.000000
听说	3576.000000
收藏	3571.000000
三	3569.000000
总是	3569.000000
红枣	3565.000000
塑料	3562.000000
太少	3560.000000
有问必答	3559.000000
一下子	3555.000000
不愧	3547.000000
精油	3546.000000
过年	3546.000000
抹	3545.000000
拍大	3539.000000
没看	3533.000000
话	3532.000000
森马	3521.000000
狗粮	3520.000000
平常	3516.000000
说明	3514.000000
遇到	3514.000000
假货	3512.000000
牛仔裤	3507.000000
早就	3506.000000
海尔	3503.000000
一家	3496.000000
经济	3495.000000
补	3495.000000
上图	3492.000000
货物	3472.000000
大牌	3471.000000
有待	3459.000000
特价	3458.000000
二	3453.000000
最爱	3447.000000
120	3438.000000
外	3437.000000
出差	3436.000000
出门	3435.000000
膜	3434.000000
心情	3431.000000
同样	3429.000000
g	3426.000000
是否	3425.000000
均匀	3421.000000
袋	3421.000000
准确	3421.000000
邮费	3401.000000
加油	3400.000000
钱包	3396.000000
很少	3396.000000
盖子	3391.000000
一分	3383.000000
保温	3378.000000
不錯	3367.000000
绿色	3361.000000
浅	3353.000000
一次性	3348.000000
水润	3346.000000
价格比	3342.000000
安全	3330.000000
肩膀	3326.000000
返现	3318.000000
订单	3317.000000
中午	3315.000000
不得了	3314.000000
货真价实	3304.000000
物品	3304.000000
在家	3285.000000
香香的	3281.000000
一堆	3261.000000
一年	3259.000000
超棒	3251.000000
高端	3251.000000
哈哈哈哈	3245.000000
就用	3239.000000
懂	3236.000000
一会	3232.000000
别家	3231.000000
淡	3221.000000
不显	3218.000000
裤腿	3202.000000
两套	3198.000000
依然	3196.000000
勉强	3196.000000
通知	3192.000000
穿穿	3190.000000
自动	3185.000000
噪音	3185.000000
给我发	3179.000000
每个	3177.000000
袖口	3174.000000
说实话	3163.000000
紧绷	3160.000000
天才	3158.000000
年轻	3156.000000
来买	3155.000000
胸	3154.000000
眼霜	3151.000000
不理	3151.000000
冰箱	3151.000000
好几件	3151.000000
处	3150.000000
上色	3148.000000
口袋	3145.000000
看来	3143.000000
依旧	3142.000000
茶叶	3135.000000
特地	3130.000000
对得起	3126.000000
妈	3125.000000
护肤品	3121.000000
很足	3119.000000
痘痘	3119.000000
扣	3113.000000
秒杀	3112.000000
天天	3112.000000
包邮	3105.000000
背	3099.000000
提醒	3097.000000
炒	3092.000000
意外	3091.000000
找到	3088.000000
保质期	3087.000000
窄	3087.000000
咨询	3084.000000
美白	3084.000000
猫咪	3081.000000
煮	3078.000000
刷	3076.000000
华为	3075.000000
太贵	3075.000000
机会	3073.000000
售后服务	3069.000000
鞋垫	3069.000000
不足	3068.000000
期间	3067.000000
隔天	3061.000000
出去	3055.000000
穿起	3052.000000
一张	3052.000000
圆通	3046.000000
几乎	3045.000000
防水	3039.000000
药店	3036.000000
旧	3035.000000
磨	3027.000000
事	3024.000000
更多	3024.000000
怪	3016.000000
透气性	3009.000000
勒	3007.000000
认准	3002.000000
系列	2997.000000
她家	2994.000000
高档	2990.000000
明天	2984.000000
下水	2983.000000
吊牌	2983.000000
磨脚	2981.000000
这点	2980.000000
一句	2969.000000
等待	2968.000000
本子	2968.000000
领	2967.000000
挺薄	2967.000000
饼干	2959.000000
黄色	2959.000000
画	2959.000000
美观	2958.000000
霜	2957.000000
小小的	2947.000000
人员	2947.000000
口红	2946.000000
尝	2943.000000
范	2936.000000
衬衣	2933.000000
怀疑	2931.000000
良心	2931.000000
细	2930.000000
长期	2927.000000
差距	2926.000000
越	2923.000000
潮	2914.000000
整个	2913.000000
季节	2912.000000
底	2907.000000
正宗	2905.000000
事情	2900.000000
我会	2899.000000
产品质量	2898.000000
真品	2896.000000
包装盒	2890.000000
美丽	2889.000000
纸	2888.000000
材料	2887.000000
生意	2884.000000
邮政	2883.000000
省	2883.000000
没了	2882.000000
耐用	2881.000000
改善	2876.000000
回去	2874.000000
很亮	2862.000000
蕾丝	2861.000000
卸妆	2852.000000
冰袋	2842.000000
红包	2840.000000
还给	2839.000000
200	2836.000000
玫瑰	2834.000000
妹子	2828.000000
四件	2827.000000
现象	2824.000000
帮助	2816.000000
吸力	2815.000000
鸡	2814.000000
买完	2812.000000
半价	2807.000000
变	2806.000000
抢购	2793.000000
第二件	2793.000000
日	2793.000000
爸妈	2790.000000
完好无损	2788.000000
尝试	2786.000000
跑步	2785.000000
不得不	2777.000000
股	2774.000000
還	2772.000000
上有	2767.000000
进去	2767.000000
内容	2764.000000
力度	2764.000000
大大的	2760.000000
每件	2758.000000
买好	2744.000000
猫	2743.000000
幸好	2742.000000
刺鼻	2738.000000
乳液	2734.000000
茶	2734.000000
精华	2732.000000
小东西	2731.000000
枕头	2728.000000
化妆品	2727.000000
成	2721.000000
片	2718.000000
符合	2717.000000
凉凉的	2714.000000
涨价	2710.000000
拍照	2710.000000
内衬	2708.000000
地好	2706.000000
扔	2696.000000
不退	2694.000000
预售	2693.000000
服用	2689.000000
很重	2689.000000
蛮快	2687.000000
润	2687.000000
干燥	2684.000000
超高	2679.000000
没给	2668.000000
买一送一	2667.000000
一种	2667.000000
套餐	2664.000000
看中	2663.000000
牙膏	2663.000000
光滑	2663.000000
小心	2661.000000
清洗	2661.000000
≦	2661.000000
强大	2651.000000
期望值	2647.000000
\	2641.000000
摸上去	2639.000000
浪费	2637.000000
是因为	2637.000000
一份	2636.000000
理想	2634.000000
水水	2632.000000
疼	2627.000000
同款	2626.000000
几年	2625.000000
见	2625.000000
上去	2625.000000
送来	2621.000000
风	2615.000000
不爽	2614.000000
唇膏	2613.000000
小包装	2612.000000
180	2604.000000
灰常	2604.000000
110	2602.000000
回头客	2601.000000
太短	2600.000000
心	2599.000000
80	2598.000000
盖	2597.000000
决定	2589.000000
迷你	2582.000000
美的	2581.000000
更是	2573.000000
有效	2572.000000
凉爽	2569.000000
小号	2562.000000
很细	2562.000000
明白	2562.000000
段时间	2556.000000
挑	2553.000000
灯	2551.000000
冲着	2551.000000
葡萄干	2550.000000
控油	2547.000000
EMS	2546.000000
过程	2546.000000
咖啡	2546.000000
敷	2543.000000
满意哦	2540.000000
电池	2536.000000
每年	2534.000000
衣	2533.000000
款型	2529.000000
丰富	2528.000000
60	2526.000000
滑	2524.000000
精神	2523.000000
多年	2522.000000
穿上	2520.000000
消费者	2520.000000
一箱	2520.000000
随便	2519.000000
纸质	2517.000000
旅游	2511.000000
提前	2506.000000
本书	2501.000000
买买	2501.000000
手上	2498.000000
官方	2494.000000
作用	2489.000000
但愿	2489.000000
缺点	2483.000000
看图	2483.000000
浓	2477.000000
不对	2473.000000
纠结	2473.000000
真是太	2473.000000
屯	2467.000000
春天	2465.000000
好几个	2463.000000
齐全	2461.000000
试试看	2460.000000
货后	2458.000000
纸张	2456.000000
耐穿	2451.000000
怀孕	2447.000000
韩都	2442.000000
闺蜜	2441.000000
表示	2440.000000
小点	2440.000000
服帖	2435.000000
带子	2435.000000
对了	2433.000000
记得	2432.000000
具体	2429.000000
骆驼	2427.000000
空间	2424.000000
奇怪	2423.000000
很硬	2421.000000
多件	2421.000000
第一天	2419.000000
发过来	2418.000000
大概	2417.000000
背心	2416.000000
赶快	2416.000000
差点	2413.000000
遮瑕	2413.000000
敏感	2412.000000
短信	2412.000000
没买	2411.000000
无法	2408.000000
一支	2407.000000
抱	2404.000000
必备	2400.000000
料	2395.000000
蜂蜜	2392.000000
T	2391.000000
紧身	2389.000000
个人感觉	2387.000000
达	2385.000000
一周	2385.000000
能够	2385.000000
挤	2381.000000
大瓶	2377.000000
小瓶	2375.000000
试了试	2375.000000
笔	2374.000000
第一个	2372.000000
没货	2369.000000
90	2366.000000
辛苦	2364.000000
没让	2362.000000
轻巧	2362.000000
分享	2362.000000
价格合理	2362.000000
最小	2361.000000
挂	2357.000000
围巾	2356.000000
赚到	2353.000000
装上	2351.000000
据说	2347.000000
家里人	2345.000000
带上	2341.000000
姐妹	2340.000000
上班	2339.000000
紫色	2337.000000
减	2326.000000
睡觉	2325.000000
健康	2325.000000
漏发	2324.000000
额	2324.000000
工作	2320.000000
过期	2317.000000
上海	2311.000000
不准	2311.000000
内存	2310.000000
清洁	2310.000000
睡	2306.000000
一本	2306.000000
咋样	2302.000000
说话	2301.000000
裤脚	2300.000000
不掉	2296.000000
洗洗	2295.000000
150	2292.000000
稍稍	2288.000000
130	2286.000000
掌柜	2278.000000
讲	2276.000000
先用	2274.000000
室友	2273.000000
发来	2271.000000
一级	2271.000000
宝	2270.000000
舒适度	2267.000000
好开心	2265.000000
只好	2264.000000
够用	2262.000000
长短	2254.000000
吐	2253.000000
小码	2243.000000
168	2241.000000
二次	2241.000000
昨晚	2238.000000
不敢恭维	2238.000000
厘米	2231.000000
不换	2230.000000
个性	2230.000000
两包	2229.000000
美味	2226.000000
夹	2225.000000
沾	2222.000000
系统	2221.000000
超爱	2220.000000
检查	2218.000000
透明	2216.000000
两盒	2215.000000
微信	2214.000000
抱歉	2210.000000
难道	2209.000000
